Policy #,Policy_type,Policy year,Seller Number,Amount of coverage_policy (in dollar),Business_type_Seller,Industry_Seller,Date of establishment (Seller)
26695,One_buyer,2016,2083200,50000,Corporation,Manufacturing,2012-06
26696,One_buyer,2016,2083200,30000,Corporation,Manufacturing,2012-06
26697,One_buyer,2016,2083300,10000,Corporation,Manufacturing,2014-02
26698,One_buyer,2016,2083400,4000,Corporation,Wholesale Trade,2014-06
26699,Multiple buyers,2016,2083500,76000,Individual Business,Manufacturing,2006-07
26699,Multiple buyers,2016,2083500,76000,Individual Business,Manufacturing,2006-07
26699,Multiple buyers,2016,2083500,76000,Individual Business,Manufacturing,2006-07
26699,Multiple buyers,2016,2083500,76000,Individual Business,Manufacturing,2006-07
26700,One_buyer,2016,2083600,160000,Individual Business,Wholesale Trade,2012-03
26701,One_buyer,2016,2083600,10000,Individual Business,Wholesale Trade,2012-03
26702,One_buyer,2016,2083600,10000,Individual Business,Wholesale Trade,2012-03
26703,One_buyer,2016,2083700,4000,Corporation,Wholesale Trade,2012-12
26704,One_buyer,2016,2083800,900000,Corporation,Manufacturing,2014-12
26705,One_buyer,2016,2083900,10000,Individual Business,Wholesale Trade,2015-04
26706,Multiple buyers,2016,2084000,136000,Corporation,Manufacturing,2014-06
26706,Multiple buyers,2016,2084000,136000,Corporation,Manufacturing,2014-06
26706,Multiple buyers,2016,2084000,136000,Corporation,Manufacturing,2014-06
26706,Multiple buyers,2016,2084000,136000,Corporation,Manufacturing,2014-06
26707,One_buyer,2016,2084100,10000,Corporation,Wholesale Trade,2015-02
26708,One_buyer,2016,2084200,3000,Individual Business,Manufacturing,2006-12
26709,One_buyer,2016,2084300,4000,Individual Business,Wholesale Trade,2014-06
26710,One_buyer,2016,2084400,25000,Corporation,Manufacturing,2015-11
26711,One_buyer,2016,2084400,35000,Corporation,Manufacturing,2015-11
26712,One_buyer,2016,2084400,50000,Corporation,Manufacturing,2015-11
26713,One_buyer,2016,2084400,40000,Corporation,Manufacturing,2015-11
26714,One_buyer,2016,2084400,50000,Corporation,Manufacturing,2015-11
26715,One_buyer,2016,2084500,228000,Corporation,Manufacturing,2014-09
26716,One_buyer,2016,2084600,1000,Individual Business,Manufacturing,2010-02
26717,One_buyer,2016,2084700,20000,Corporation,Manufacturing,2015-02
26718,One_buyer,2016,2084800,16000,Corporation,Manufacturing,2015-12
26719,One_buyer,2016,2084900,10000,Individual Business,Wholesale Trade,2013-12
26720,One_buyer,2016,2085000,6000,Corporation,"Professional, Scientific, and Technical Services",2012-01
26721,One_buyer,2016,2085100,9000,Corporation,Wholesale Trade,2015-06
26722,Multiple buyers,2016,2085200,546000,Individual Business,Manufacturing,2013-09
26722,Multiple buyers,2016,2085200,546000,Individual Business,Manufacturing,2013-09
26722,Multiple buyers,2016,2085200,546000,Individual Business,Manufacturing,2013-09
26722,Multiple buyers,2016,2085200,546000,Individual Business,Manufacturing,2013-09
26722,Multiple buyers,2016,2085200,546000,Individual Business,Manufacturing,2013-09
26723,One_buyer,2016,2085300,10000,Individual Business,Wholesale Trade,2012-08
26725,One_buyer,2016,2085500,4000,Corporation,Manufacturing,2015-06
26726,One_buyer,2016,2085600,10000,Individual Business,Manufacturing,2015-06
26727,One_buyer,2016,2085700,4000,Corporation,Wholesale Trade,2015-10
26728,One_buyer,2016,2085800,10000,Corporation,Manufacturing,2014-09
26729,One_buyer,2016,2085900,9000,Corporation,Wholesale Trade,2014-04
26730,Multiple buyers,2016,2086000,75000,Corporation,Manufacturing,2013-05
26730,Multiple buyers,2016,2086000,75000,Corporation,Manufacturing,2013-05
26731,One_buyer,2016,2086100,1000,Corporation,Manufacturing,2008-12
26732,One_buyer,2016,2086200,9000,Corporation,Transportation,2014-09
26733,One_buyer,2016,2086300,3000,Individual Business,Manufacturing,2002-10
26734,One_buyer,2016,2086400,3000,Corporation,Manufacturing,2012-07
26735,Multiple buyers,2016,2086500,500000,Corporation,Manufacturing,2015-10
26736,One_buyer,2016,2086600,10000,Corporation,Manufacturing,2009-12
26737,One_buyer,2016,2086700,1000,Individual Business,Manufacturing,2003-04
26738,One_buyer,2016,2086800,5000,Corporation,Manufacturing,2014-03
26739,One_buyer,2016,2086900,25000,Corporation,Manufacturing,2015-06
26740,,2016,2087000,#N/A,Corporation,Manufacturing,2013-09
26741,One_buyer,2016,2087100,10000,Corporation,Manufacturing,2015-10
26742,One_buyer,2016,2087200,8000,Corporation,Wholesale Trade,2012-07
26743,One_buyer,2016,2087300,39000,Individual Business,Manufacturing,2011-03
26744,One_buyer,2016,2087400,10000,Corporation,Manufacturing,2015-05
26745,###,2016,2087500,240000,Corporation,Manufacturing,2013-01
26746,###,2016,2087500,180000,Corporation,Manufacturing,2013-01
26748,One_buyer,2016,2087700,2000,Corporation,Manufacturing,2013-01
26749,One_buyer,2016,2087800,6000,Individual Business,Manufacturing,2015-10
26750,One_buyer,2016,2087900,10000,Corporation,"Professional, Scientific, and Technical Services",2012-02
26752,One_buyer,2016,2088100,150000,Corporation,Wholesale Trade,2012-02
26753,One_buyer,2016,2088200,80000,Corporation,Manufacturing,2013-09
26754,One_buyer,2016,2088200,60000,Corporation,Manufacturing,2013-09
26755,One_buyer,2016,2088200,52000,Corporation,Manufacturing,2013-09
26756,One_buyer,2016,2088300,59000,Individual Business,Wholesale Trade,2015-10
26757,Multiple buyers,2016,2088400,76000,Individual Business,Wholesale Trade,2014-08
26758,One_buyer,2016,2088500,9000,Individual Business,Manufacturing,2014-04
26759,Multiple buyers,2016,2088600,90000,Individual Business,Manufacturing,2012-10
26759,Multiple buyers,2016,2088600,90000,Individual Business,Manufacturing,2012-10
26759,Multiple buyers,2016,2088600,90000,Individual Business,Manufacturing,2012-10
26760,Multiple buyers,2016,2088700,66000,Individual Business,Wholesale Trade,2014-02
26760,Multiple buyers,2016,2088700,66000,Individual Business,Wholesale Trade,2014-02
26760,Multiple buyers,2016,2088700,66000,Individual Business,Wholesale Trade,2014-02
26760,Multiple buyers,2016,2088700,66000,Individual Business,Wholesale Trade,2014-02
26760,Multiple buyers,2016,2088700,66000,Individual Business,Wholesale Trade,2014-02
26760,Multiple buyers,2016,2088700,66000,Individual Business,Wholesale Trade,2014-02
26760,Multiple buyers,2016,2088700,66000,Individual Business,Wholesale Trade,2014-02
26761,Multiple buyers,2016,2088800,111000,Corporation,Manufacturing,2014-01
26761,Multiple buyers,2016,2088800,111000,Corporation,Manufacturing,2014-01
26761,Multiple buyers,2016,2088800,111000,Corporation,Manufacturing,2014-01
26762,One_buyer,2016,2088900,9000,Corporation,Wholesale Trade,2014-09
26763,One_buyer,2016,2089000,18000,Corporation,Wholesale Trade,2015-05
26764,One_buyer,2016,2089100,10000,Corporation,Manufacturing,2015-07
26765,One_buyer,2016,2089200,4000,Corporation,Wholesale Trade,2014-06
26766,One_buyer,2016,2089300,69000,Corporation,Manufacturing,2014-12
26767,One_buyer,2016,2089400,10000,Individual Business,Manufacturing,2012-07
26768,One_buyer,2016,2089500,10000,Individual Business,Wholesale Trade,1988-02
26769,Multiple buyers,2016,2089600,718000,Corporation,Manufacturing,2005-06
26769,Multiple buyers,2016,2089600,718000,Corporation,Manufacturing,2005-06
26770,One_buyer,2016,2089700,9000,Corporation,Manufacturing,2013-05
26771,Multiple buyers,2016,2089800,130000,Individual Business,Manufacturing,2009-11
26771,Multiple buyers,2016,2089800,130000,Individual Business,Manufacturing,2009-11
26772,One_buyer,2016,2089900,16000,Corporation,Other Services,2015-03
26773,One_buyer,2016,2090000,1000,Individual Business,Manufacturing,2014-11
26774,One_buyer,2016,2090100,8000,Corporation,Manufacturing,2005-03
26775,Multiple buyers,2016,2090200,55000,Corporation,Manufacturing,2014-05
26775,Multiple buyers,2016,2090200,55000,Corporation,Manufacturing,2014-05
26775,Multiple buyers,2016,2090200,55000,Corporation,Manufacturing,2014-05
26777,One_buyer,2016,2090400,50000,Individual Business,Manufacturing,2013-06
26778,One_buyer,2016,2090500,50000,Corporation,Manufacturing,2015-04
26779,One_buyer,2016,2090600,9000,Corporation,Wholesale Trade,2015-06
26780,One_buyer,2016,2090700,10000,Corporation,"Professional, Scientific, and Technical Services",2015-06
26781,One_buyer,2016,2090800,5000,Corporation,Wholesale Trade,2014-07
26782,One_buyer,2016,2090800,42000,Corporation,Wholesale Trade,2014-07
26783,One_buyer,2016,2090900,9000,Corporation,Wholesale Trade,2015-09
26784,One_buyer,2016,2091000,6000,Individual Business,Wholesale Trade,2011-11
26785,One_buyer,2016,2091100,60000,Corporation,Wholesale Trade,2014-02
26786,One_buyer,2016,2091100,50000,Corporation,Wholesale Trade,2014-02
26787,One_buyer,2016,2091200,9000,Corporation,"Professional, Scientific, and Technical Services",2014-11
26788,,2016,2091300,#N/A,Individual Business,Manufacturing,2015-03
26789,One_buyer,2016,2091400,7000,Individual Business,Manufacturing,2011-11
26790,One_buyer,2016,2091500,60000,Corporation,Wholesale Trade,2013-12
26791,One_buyer,2016,2091500,55000,Corporation,Wholesale Trade,2013-12
26792,One_buyer,2016,2091500,60000,Corporation,Wholesale Trade,2013-12
26793,One_buyer,2016,2091500,25000,Corporation,Wholesale Trade,2013-12
26794,One_buyer,2016,2091500,30000,Corporation,Wholesale Trade,2013-12
26795,One_buyer,2016,2091500,20000,Corporation,Wholesale Trade,2013-12
26796,One_buyer,2016,2091500,30000,Corporation,Wholesale Trade,2013-12
26797,One_buyer,2016,2091500,30000,Corporation,Wholesale Trade,2013-12
26798,One_buyer,2016,2091600,10000,Corporation,Wholesale Trade,2015-01
26799,One_buyer,2016,2091700,10000,Corporation,Wholesale Trade,2015-05
26800,One_buyer,2016,2091800,80000,Individual Business,Manufacturing,2015-11
26801,One_buyer,2016,2091900,60000,Corporation,Manufacturing,2015-12
26802,One_buyer,2016,2092000,40000,Individual Business,Wholesale Trade,2015-06
26803,One_buyer,2016,2092100,9000,Individual Business,Manufacturing,2011-07
26804,One_buyer,2016,2092200,30000,Corporation,Wholesale Trade,2014-02
26805,One_buyer,2016,2092300,80000,Individual Business,Manufacturing,2015-02
26807,One_buyer,2016,2092500,60000,Corporation,Wholesale Trade,2013-09
26808,One_buyer,2016,2092600,9000,Individual Business,Manufacturing,2013-09
26809,One_buyer,2016,2092700,134000,Corporation,Wholesale Trade,2013-06
26810,One_buyer,2016,2092700,35000,Corporation,Wholesale Trade,2013-06
26811,One_buyer,2016,2092800,10000,Individual Business,Manufacturing,2012-02
26812,One_buyer,2016,2092900,1000,Individual Business,Wholesale Trade,2015-07
26813,Multiple buyers,2016,2093000,30000,Individual Business,Manufacturing,2014-09
26814,Multiple buyers,2016,2093100,79000,Corporation,"Professional, Scientific, and Technical Services",2012-08
26815,Multiple buyers,2016,2093200,30000,Individual Business,Manufacturing,2013-10
26815,Multiple buyers,2016,2093200,30000,Individual Business,Manufacturing,2013-10
26816,One_buyer,2016,2093300,9000,Corporation,Manufacturing,2014-06
26817,One_buyer,2016,2093400,3000,Individual Business,Manufacturing,2009-02
26818,Multiple buyers,2016,2093500,1195000,Corporation,Manufacturing,1999-12
26818,Multiple buyers,2016,2093500,1195000,Corporation,Manufacturing,1999-12
26818,Multiple buyers,2016,2093500,1195000,Corporation,Manufacturing,1999-12
26818,Multiple buyers,2016,2093500,1195000,Corporation,Manufacturing,1999-12
26819,One_buyer,2016,2093600,10000,Individual Business,Manufacturing,2013-11
26820,One_buyer,2016,2093700,4000,Individual Business,Wholesale Trade,2014-01
26821,Multiple buyers,2016,2093800,738000,Corporation,Wholesale Trade,2012-01
26821,Multiple buyers,2016,2093800,738000,Corporation,Wholesale Trade,2012-01
26821,Multiple buyers,2016,2093800,738000,Corporation,Wholesale Trade,2012-01
26821,Multiple buyers,2016,2093800,738000,Corporation,Wholesale Trade,2012-01
26821,Multiple buyers,2016,2093800,738000,Corporation,Wholesale Trade,2012-01
26822,One_buyer,2016,2093900,1000,Corporation,"Professional, Scientific, and Technical Services",2014-08
26823,One_buyer,2016,2094000,11000,Individual Business,Manufacturing,2014-05
26824,One_buyer,2016,2094100,241000,Corporation,Transportation,2014-07
26825,One_buyer,2016,2094200,10000,Corporation,Transportation,2010-08
26826,One_buyer,2016,2094300,10000,Corporation,Wholesale Trade,2013-07
26827,One_buyer,2016,2094400,80000,Corporation,Wholesale Trade,2015-08
26828,One_buyer,2016,2094500,10000,Individual Business,Manufacturing,2013-05
26829,One_buyer,2016,2094600,10000,Corporation,"Professional, Scientific, and Technical Services",2007-02
26830,One_buyer,2016,2094700,70000,Corporation,Wholesale Trade,2015-12
26831,One_buyer,2016,2094700,40000,Corporation,Wholesale Trade,2015-12
26832,One_buyer,2016,2094700,40000,Corporation,Wholesale Trade,2015-12
26834,One_buyer,2016,2094900,10000,Corporation,Manufacturing,2014-09
26835,One_buyer,2016,2095000,10000,Corporation,Manufacturing,2014-04
26836,One_buyer,2016,2095100,9000,Corporation,Transportation,2015-10
26837,Multiple buyers,2016,2095200,526000,Corporation,Wholesale Trade,2011-12
26837,Multiple buyers,2016,2095200,526000,Corporation,Wholesale Trade,2011-12
26837,Multiple buyers,2016,2095200,526000,Corporation,Wholesale Trade,2011-12
26838,,2016,2095300,#N/A,Corporation,Manufacturing,2012-06
26839,One_buyer,2016,2095400,10000,Individual Business,Wholesale Trade,2015-02
26840,One_buyer,2016,2095500,30000,Corporation,Wholesale Trade,2015-01
26841,One_buyer,2016,2095500,20000,Corporation,Wholesale Trade,2015-01
26842,One_buyer,2016,2095500,10000,Corporation,Wholesale Trade,2015-01
26843,One_buyer,2016,2095600,10000,Corporation,Wholesale Trade,2015-01
26844,One_buyer,2016,2095700,86000,Corporation,"Professional, Scientific, and Technical Services",2010-06
26845,One_buyer,2016,2095800,9000,Individual Business,Wholesale Trade,2014-12
26846,One_buyer,2016,2095900,30000,Individual Business,Manufacturing,2015-01
26847,One_buyer,2016,2096000,10000,Corporation,Manufacturing,2016-02
26848,One_buyer,2016,2096100,2000,Individual Business,Wholesale Trade,2013-07
26849,One_buyer,2016,2096200,2000,Corporation,Manufacturing,2015-11
26850,One_buyer,2016,2096300,23000,Corporation,Wholesale Trade,2013-11
26851,One_buyer,2016,2096400,40000,Corporation,Manufacturing,2001-01
26852,One_buyer,2016,2096500,20000,Corporation,Transportation,2015-03
26854,Multiple buyers,2016,2096600,799000,Corporation,Manufacturing,2012-07
26854,Multiple buyers,2016,2096600,799000,Corporation,Manufacturing,2012-07
26854,Multiple buyers,2016,2096600,799000,Corporation,Manufacturing,2012-07
26854,Multiple buyers,2016,2096600,799000,Corporation,Manufacturing,2012-07
26855,Multiple buyers,2016,2096700,120000,Corporation,Manufacturing,2014-10
26855,Multiple buyers,2016,2096700,120000,Corporation,Manufacturing,2014-10
26856,One_buyer,2016,2096700,80000,Corporation,Manufacturing,2014-10
26857,Multiple buyers,2016,2096800,124000,Corporation,Manufacturing,2006-05
26857,Multiple buyers,2016,2096800,124000,Corporation,Manufacturing,2006-05
26857,Multiple buyers,2016,2096800,124000,Corporation,Manufacturing,2006-05
26857,Multiple buyers,2016,2096800,124000,Corporation,Manufacturing,2006-05
26858,One_buyer,2016,2096900,10000,Individual Business,"Professional, Scientific, and Technical Services",2016-02
26859,One_buyer,2016,2097000,18000,Corporation,Manufacturing,2006-03
26860,One_buyer,2016,2097100,10000,Individual Business,Manufacturing,2014-12
26861,Multiple buyers,2016,2097200,630000,Corporation,Wholesale Trade,2000-12
26861,Multiple buyers,2016,2097200,630000,Corporation,Wholesale Trade,2000-12
26861,Multiple buyers,2016,2097200,630000,Corporation,Wholesale Trade,2000-12
26861,Multiple buyers,2016,2097200,630000,Corporation,Wholesale Trade,2000-12
26861,Multiple buyers,2016,2097200,630000,Corporation,Wholesale Trade,2000-12
26862,One_buyer,2016,2097300,10000,Individual Business,Wholesale Trade,2012-12
26863,One_buyer,2016,2097400,40000,Corporation,Manufacturing,2010-12
26864,One_buyer,2016,2097500,1000,Individual Business,Manufacturing,2011-09
26865,Multiple buyers,2016,2097600,142000,Individual Business,Wholesale Trade,2012-09
26865,Multiple buyers,2016,2097600,142000,Individual Business,Wholesale Trade,2012-09
26865,Multiple buyers,2016,2097600,142000,Individual Business,Wholesale Trade,2012-09
26865,Multiple buyers,2016,2097600,142000,Individual Business,Wholesale Trade,2012-09
26866,One_buyer,2016,2097700,6000,Individual Business,Wholesale Trade,2014-06
26867,One_buyer,2016,2097800,31000,Corporation,Wholesale Trade,2015-09
26868,One_buyer,2016,2097900,30000,Corporation,Wholesale Trade,2012-06
26869,One_buyer,2016,2098000,15000,Corporation,Wholesale Trade,2008-11
26870,One_buyer,2016,2098000,20000,Corporation,Wholesale Trade,2008-11
26871,One_buyer,2016,2098100,7000,Individual Business,Manufacturing,2004-01
26872,One_buyer,2016,2098200,10000,Individual Business,Wholesale Trade,2014-06
26873,Multiple buyers,2016,2098300,190000,Individual Business,Manufacturing,2011-03
26873,Multiple buyers,2016,2098300,190000,Individual Business,Manufacturing,2011-03
26873,Multiple buyers,2016,2098300,190000,Individual Business,Manufacturing,2011-03
26873,Multiple buyers,2016,2098300,190000,Individual Business,Manufacturing,2011-03
26873,Multiple buyers,2016,2098300,190000,Individual Business,Manufacturing,2011-03
26873,Multiple buyers,2016,2098300,190000,Individual Business,Manufacturing,2011-03
26873,Multiple buyers,2016,2098300,190000,Individual Business,Manufacturing,2011-03
26874,Multiple buyers,2016,2098400,255000,Corporation,Manufacturing,2015-09
26874,Multiple buyers,2016,2098400,255000,Corporation,Manufacturing,2015-09
26874,Multiple buyers,2016,2098400,255000,Corporation,Manufacturing,2015-09
26874,Multiple buyers,2016,2098400,255000,Corporation,Manufacturing,2015-09
26874,Multiple buyers,2016,2098400,255000,Corporation,Manufacturing,2015-09
26875,One_buyer,2016,2098500,7000,Individual Business,Manufacturing,2013-08
26876,Multiple buyers,2016,2098600,180000,Corporation,Wholesale Trade,2013-07
26876,Multiple buyers,2016,2098600,180000,Corporation,Wholesale Trade,2013-07
26876,Multiple buyers,2016,2098600,180000,Corporation,Wholesale Trade,2013-07
26876,Multiple buyers,2016,2098600,180000,Corporation,Wholesale Trade,2013-07
26876,Multiple buyers,2016,2098600,180000,Corporation,Wholesale Trade,2013-07
26877,One_buyer,2016,2098700,2000,Corporation,Wholesale Trade,2014-12
26878,One_buyer,2016,2098800,2000,Individual Business,Wholesale Trade,2014-03
26879,Multiple buyers,2016,2098900,80000,Corporation,Manufacturing,2014-10
26879,Multiple buyers,2016,2098900,80000,Corporation,Manufacturing,2014-10
26880,One_buyer,2016,2099000,6000,Individual Business,Wholesale Trade,2014-05
26881,One_buyer,2016,2099100,10000,Individual Business,Wholesale Trade,2012-09
26882,Multiple buyers,2016,2099200,330000,Corporation,Agriculture,2007-03
26882,Multiple buyers,2016,2099200,330000,Corporation,Agriculture,2007-03
26882,Multiple buyers,2016,2099200,330000,Corporation,Agriculture,2007-03
26882,Multiple buyers,2016,2099200,330000,Corporation,Agriculture,2007-03
26883,One_buyer,2016,2099300,80000,Corporation,Wholesale Trade,2015-01
26884,Multiple buyers,2016,2099400,1121000,Individual Business,Manufacturing,1998-12
26884,Multiple buyers,2016,2099400,1121000,Individual Business,Manufacturing,1998-12
26884,Multiple buyers,2016,2099400,1121000,Individual Business,Manufacturing,1998-12
26884,Multiple buyers,2016,2099400,1121000,Individual Business,Manufacturing,1998-12
26884,Multiple buyers,2016,2099400,1121000,Individual Business,Manufacturing,1998-12
26884,Multiple buyers,2016,2099400,1121000,Individual Business,Manufacturing,1998-12
26884,Multiple buyers,2016,2099400,1121000,Individual Business,Manufacturing,1998-12
26884,Multiple buyers,2016,2099400,1121000,Individual Business,Manufacturing,1998-12
26884,Multiple buyers,2016,2099400,1121000,Individual Business,Manufacturing,1998-12
26884,Multiple buyers,2016,2099400,1121000,Individual Business,Manufacturing,1998-12
26885,Multiple buyers,2016,2099500,45000,Corporation,Transportation,2006-06
26885,Multiple buyers,2016,2099500,45000,Corporation,Transportation,2006-06
26885,Multiple buyers,2016,2099500,45000,Corporation,Transportation,2006-06
26885,Multiple buyers,2016,2099500,45000,Corporation,Transportation,2006-06
26886,One_buyer,2016,2099600,5000,Individual Business,Manufacturing,2014-01
26887,Multiple buyers,2016,2099700,45000,Corporation,Manufacturing,2015-12
26887,Multiple buyers,2016,2099700,45000,Corporation,Manufacturing,2015-12
26887,Multiple buyers,2016,2099700,45000,Corporation,Manufacturing,2015-12
26888,One_buyer,2016,2099800,10000,Corporation,Manufacturing,2013-09
26889,One_buyer,2016,2099900,10000,Individual Business,Wholesale Trade,2010-08
26890,One_buyer,2016,2100000,4000,Corporation,Manufacturing,2013-04
26891,One_buyer,2016,2100100,9000,Corporation,Manufacturing,2015-10
26894,Multiple buyers,2016,2100400,294000,Corporation,Manufacturing,2009-06
26894,Multiple buyers,2016,2100400,294000,Corporation,Manufacturing,2009-06
26894,Multiple buyers,2016,2100400,294000,Corporation,Manufacturing,2009-06
26894,Multiple buyers,2016,2100400,294000,Corporation,Manufacturing,2009-06
26895,One_buyer,2016,2100500,20000,Corporation,Manufacturing,2015-11
26896,,2016,2100600,#N/A,Individual Business,Wholesale Trade,2014-05
26897,One_buyer,2016,2100600,10000,Individual Business,Wholesale Trade,2014-05
26898,One_buyer,2016,2100700,9000,Corporation,Manufacturing,2012-02
26903,One_buyer,2016,2101200,9000,Individual Business,Wholesale Trade,2015-04
26904,One_buyer,2016,2101300,10000,Corporation,Manufacturing,2015-01
26905,Multiple buyers,2016,2101400,741000,Corporation,Wholesale Trade,2007-06
26905,Multiple buyers,2016,2101400,741000,Corporation,Wholesale Trade,2007-06
26905,Multiple buyers,2016,2101400,741000,Corporation,Wholesale Trade,2007-06
26905,Multiple buyers,2016,2101400,741000,Corporation,Wholesale Trade,2007-06
26905,Multiple buyers,2016,2101400,741000,Corporation,Wholesale Trade,2007-06
26905,Multiple buyers,2016,2101400,741000,Corporation,Wholesale Trade,2007-06
26906,Multiple buyers,2016,2101500,629000,Corporation,Wholesale Trade,2005-01
26906,Multiple buyers,2016,2101500,629000,Corporation,Wholesale Trade,2005-01
26906,Multiple buyers,2016,2101500,629000,Corporation,Wholesale Trade,2005-01
26906,Multiple buyers,2016,2101500,629000,Corporation,Wholesale Trade,2005-01
26906,Multiple buyers,2016,2101500,629000,Corporation,Wholesale Trade,2005-01
26907,One_buyer,2016,2101600,50000,Corporation,Manufacturing,2003-06
26908,One_buyer,2016,2101700,1000,Corporation,Manufacturing,2013-11
26909,One_buyer,2016,2101800,6000,Corporation,Wholesale Trade,2014-02
26910,One_buyer,2016,2101900,30000,Corporation,Manufacturing,2014-02
26911,One_buyer,2016,2101900,30000,Corporation,Manufacturing,2014-02
26912,One_buyer,2016,2102000,3000,Corporation,Transportation,2014-08
26913,Multiple buyers,2016,2102100,19000,Corporation,Manufacturing,2011-07
26913,Multiple buyers,2016,2102100,19000,Corporation,Manufacturing,2011-07
26914,One_buyer,2016,2102200,9000,Individual Business,Manufacturing,2014-05
26915,One_buyer,2016,2102300,11000,Corporation,Manufacturing,2011-10
26916,One_buyer,2016,2102400,2000,Corporation,Wholesale Trade,2015-07
26917,One_buyer,2016,2102500,20000,Corporation,Wholesale Trade,2015-05
26918,One_buyer,2016,2102500,30000,Corporation,Wholesale Trade,2015-05
26919,One_buyer,2016,2102500,30000,Corporation,Wholesale Trade,2015-05
26920,One_buyer,2016,2102500,30000,Corporation,Wholesale Trade,2015-05
26921,One_buyer,2016,2102500,20000,Corporation,Wholesale Trade,2015-05
26922,One_buyer,2016,2102500,20000,Corporation,Wholesale Trade,2015-05
26923,One_buyer,2016,2102500,10000,Corporation,Wholesale Trade,2015-05
26924,One_buyer,2016,2102500,10000,Corporation,Wholesale Trade,2015-05
26925,One_buyer,2016,2102500,10000,Corporation,Wholesale Trade,2015-05
26926,One_buyer,2016,2102500,10000,Corporation,Wholesale Trade,2015-05
26927,One_buyer,2016,2102500,10000,Corporation,Wholesale Trade,2015-05
26928,One_buyer,2016,2102500,10000,Corporation,Wholesale Trade,2015-05
26929,One_buyer,2016,2102500,10000,Corporation,Wholesale Trade,2015-05
26930,One_buyer,2016,2102500,10000,Corporation,Wholesale Trade,2015-05
26931,One_buyer,2016,2102600,7000,Individual Business,Other Services,2014-06
26932,One_buyer,2016,2102700,4000,Individual Business,"Professional, Scientific, and Technical Services",2009-03
26933,Multiple buyers,2016,2102800,151000,Corporation,Manufacturing,2012-06
26933,Multiple buyers,2016,2102800,151000,Corporation,Manufacturing,2012-06
26933,Multiple buyers,2016,2102800,151000,Corporation,Manufacturing,2012-06
26933,Multiple buyers,2016,2102800,151000,Corporation,Manufacturing,2012-06
26934,One_buyer,2016,2102900,10000,Individual Business,Manufacturing,2014-07
26935,,2016,2103000,#N/A,Corporation,Manufacturing,2014-07
26936,One_buyer,2016,2103100,10000,Corporation,"Professional, Scientific, and Technical Services",2015-02
26937,One_buyer,2016,2103200,8000,Individual Business,Wholesale Trade,2013-03
26938,One_buyer,2016,2103300,10000,Corporation,Wholesale Trade,2015-06
26939,Multiple buyers,2016,2103400,201000,Corporation,Transportation,2014-02
26939,Multiple buyers,2016,2103400,201000,Corporation,Transportation,2014-02
26940,Multiple buyers,2016,2103500,22000,Individual Business,Manufacturing,2012-01
26940,Multiple buyers,2016,2103500,22000,Individual Business,Manufacturing,2012-01
26940,Multiple buyers,2016,2103500,22000,Individual Business,Manufacturing,2012-01
26941,One_buyer,2016,2103600,10000,Corporation,Manufacturing,2015-08
26942,One_buyer,2016,2103700,6000,Corporation,Manufacturing,2014-07
26943,One_buyer,2016,2103800,80000,Corporation,Manufacturing,2015-10
26944,One_buyer,2016,2103900,20000,Corporation,Wholesale Trade,2012-10
26945,Multiple buyers,2016,2104000,39000,Corporation,Manufacturing,2014-01
26946,One_buyer,2016,2104100,6000,Individual Business,Manufacturing,2014-03
26947,One_buyer,2016,2104200,2000,Corporation,Manufacturing,2015-06
26948,One_buyer,2016,2104300,1000,Corporation,Wholesale Trade,2015-09
26949,Multiple buyers,2016,2104400,436000,Individual Business,Manufacturing,2013-10
26949,Multiple buyers,2016,2104400,436000,Individual Business,Manufacturing,2013-10
26949,Multiple buyers,2016,2104400,436000,Individual Business,Manufacturing,2013-10
26949,Multiple buyers,2016,2104400,436000,Individual Business,Manufacturing,2013-10
26949,Multiple buyers,2016,2104400,436000,Individual Business,Manufacturing,2013-10
26950,One_buyer,2016,2104500,30000,Individual Business,Wholesale Trade,2015-10
26951,Multiple buyers,2016,2104600,19000,Individual Business,Wholesale Trade,2014-09
26951,Multiple buyers,2016,2104600,19000,Individual Business,Wholesale Trade,2014-09
26951,Multiple buyers,2016,2104600,19000,Individual Business,Wholesale Trade,2014-09
26952,One_buyer,2016,2104700,4000,Individual Business,Manufacturing,2016-01
26953,Multiple buyers,2016,2104800,170000,Corporation,Manufacturing,2014-08
26953,Multiple buyers,2016,2104800,170000,Corporation,Manufacturing,2014-08
26953,Multiple buyers,2016,2104800,170000,Corporation,Manufacturing,2014-08
26953,Multiple buyers,2016,2104800,170000,Corporation,Manufacturing,2014-08
26953,Multiple buyers,2016,2104800,170000,Corporation,Manufacturing,2014-08
26955,One_buyer,2016,2105000,5000,Individual Business,Wholesale Trade,2005-02
26956,One_buyer,2016,2105100,10000,Corporation,"Professional, Scientific, and Technical Services",2015-11
26958,One_buyer,2016,2105300,3000,Corporation,Manufacturing,2015-06
26959,One_buyer,2016,2105400,9000,Corporation,Manufacturing,2014-07
26960,Multiple buyers,2016,2105500,72000,Corporation,Manufacturing,2014-10
26960,Multiple buyers,2016,2105500,72000,Corporation,Manufacturing,2014-10
26960,Multiple buyers,2016,2105500,72000,Corporation,Manufacturing,2014-10
26960,Multiple buyers,2016,2105500,72000,Corporation,Manufacturing,2014-10
26961,One_buyer,2016,2105600,9000,Individual Business,Manufacturing,2012-06
